1 -0.545085 0.545085
2 0.045085 0.045085
3 -0.319660 0.319660
4 -0.094235 0.094235
5 0.045085 0.045085
6 -0.041020 0.041020
7 0.012196 0.012196
8 -0.020693 0.020693
9 -0.000367 0.000367
10 0.012196 0.012196
11 0.004432 0.004432
12 -0.000367 0.000367
13 0.002599 0.002599
14 0.000766 0.000766
15 -0.000367 0.000367
16 0.000334 0.000334
17 -0.000099 0.000099
18 0.000168 0.000168
19 0.000003 0.000003
20 -0.000099 0.000099
21 -0.000036 0.000036
22 0.000003 0.000003
23 -0.000021 0.000021
24 -0.000006 0.000006
25 0.000003 0.000003
26 -0.000003 0.000003
27 0.000001 0.000001
28 -0.000001 0.000001
29 -0.000000 0.000000
30 0.000001 0.000001
31 0.000000 0.000000
32 -0.000000 0.000000
33 0.000000 0.000000
